F:\python projects\simulator\IMG\center_2019_05_02_22_05_18_641.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_18_641.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_18_641.jpg, 0, 0, 0, 8.306047E-05
F:\python projects\simulator\IMG\center_2019_05_02_22_05_18_745.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_18_745.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_18_745.jpg, 0, 0, 0, 8.248733E-05
F:\python projects\simulator\IMG\center_2019_05_02_22_05_18_852.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_18_852.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_18_852.jpg, 0, 0, 0, 8.260211E-05
F:\python projects\simulator\IMG\center_2019_05_02_22_05_18_962.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_18_962.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_18_962.jpg, 0, 0, 0, 8.206753E-05
F:\python projects\simulator\IMG\center_2019_05_02_22_05_19_068.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_19_068.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_19_068.jpg, 0, 0, 0, 8.197612E-05
F:\python projects\simulator\IMG\center_2019_05_02_22_05_19_175.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_19_175.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_19_175.jpg, 0, 0, 0, 8.199877E-05
F:\python projects\simulator\IMG\center_2019_05_02_22_05_19_283.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_19_283.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_19_283.jpg, 0, 0, 0, 8.202624E-05
F:\python projects\simulator\IMG\center_2019_05_02_22_05_19_392.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_19_392.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_19_392.jpg, 0, 0, 0, 8.309819E-05
F:\python projects\simulator\IMG\center_2019_05_02_22_05_19_501.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_19_501.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_19_501.jpg, 0, 0, 0, 8.291472E-05
F:\python projects\simulator\IMG\center_2019_05_02_22_05_19_604.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_19_604.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_19_604.jpg, 0, 0, 0, 8.266798E-05
F:\python projects\simulator\IMG\center_2019_05_02_22_05_19_716.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_19_716.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_19_716.jpg, 0, 0, 0, 8.195033E-05
F:\python projects\simulator\IMG\center_2019_05_02_22_05_19_821.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_19_821.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_19_821.jpg, 0, 0, 0, 8.214126E-05
F:\python projects\simulator\IMG\center_2019_05_02_22_05_19_927.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_19_927.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_19_927.jpg, 0, 0.3159462, 0, 0.2983723
F:\python projects\simulator\IMG\center_2019_05_02_22_05_20_031.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_20_031.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_20_031.jpg, 0, 0.6260802, 0, 0.8768421
F:\python projects\simulator\IMG\center_2019_05_02_22_05_20_137.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_20_137.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_20_137.jpg, 0, 0.9434588, 0, 1.926305
F:\python projects\simulator\IMG\center_2019_05_02_22_05_20_242.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_20_242.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_20_242.jpg, 0, 1, 0, 3.124372
F:\python projects\simulator\IMG\center_2019_05_02_22_05_20_349.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_20_349.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_20_349.jpg, 0, 1, 0, 4.530087
F:\python projects\simulator\IMG\center_2019_05_02_22_05_20_449.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_20_449.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_20_449.jpg, 0, 1, 0, 5.690604
F:\python projects\simulator\IMG\center_2019_05_02_22_05_20_557.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_20_557.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_20_557.jpg, 0, 1, 0, 6.839972
F:\python projects\simulator\IMG\center_2019_05_02_22_05_20_661.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_20_661.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_20_661.jpg, 0, 1, 0, 7.978177
F:\python projects\simulator\IMG\center_2019_05_02_22_05_20_765.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_20_765.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_20_765.jpg, 0, 1, 0, 9.329432
F:\python projects\simulator\IMG\center_2019_05_02_22_05_20_867.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_20_867.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_20_867.jpg, 0, 1, 0, 10.44335
F:\python projects\simulator\IMG\center_2019_05_02_22_05_20_968.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_20_968.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_20_968.jpg, 0, 1, 0, 11.64491
F:\python projects\simulator\IMG\center_2019_05_02_22_05_21_073.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_21_073.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_21_073.jpg, 0, 1, 0, 12.62104
F:\python projects\simulator\IMG\center_2019_05_02_22_05_21_176.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_21_176.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_21_176.jpg, 0, 1, 0, 13.79195
F:\python projects\simulator\IMG\center_2019_05_02_22_05_21_284.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_21_284.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_21_284.jpg, 0, 1, 0, 14.64229
F:\python projects\simulator\IMG\center_2019_05_02_22_05_21_392.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_21_392.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_21_392.jpg, 0, 1, 0, 15.90578
F:\python projects\simulator\IMG\center_2019_05_02_22_05_21_494.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_21_494.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_21_494.jpg, 0, 1, 0, 17.21175
F:\python projects\simulator\IMG\center_2019_05_02_22_05_21_596.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_21_596.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_21_596.jpg, 0, 1, 0, 18.05256
F:\python projects\simulator\IMG\center_2019_05_02_22_05_21_696.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_21_696.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_21_696.jpg, 0, 1, 0, 19.25741
F:\python projects\simulator\IMG\center_2019_05_02_22_05_21_800.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_21_800.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_21_800.jpg, 0, 1, 0, 20.11298
F:\python projects\simulator\IMG\center_2019_05_02_22_05_21_907.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_21_907.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_21_907.jpg, 0, 1, 0, 21.25861
F:\python projects\simulator\IMG\center_2019_05_02_22_05_22_013.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_22_013.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_22_013.jpg, 0, 1, 0, 22.39684
F:\python projects\simulator\IMG\center_2019_05_02_22_05_22_118.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_22_118.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_22_118.jpg, 0, 1, 0, 23.35751
F:\python projects\simulator\IMG\center_2019_05_02_22_05_22_227.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_22_227.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_22_227.jpg, 0, 1, 0, 24.5254
F:\python projects\simulator\IMG\center_2019_05_02_22_05_22_333.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_22_333.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_22_333.jpg, 0, 1, 0, 25.48608
F:\python projects\simulator\IMG\center_2019_05_02_22_05_22_439.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_22_439.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_22_439.jpg, 0, 1, 0, 26.43588
F:\python projects\simulator\IMG\center_2019_05_02_22_05_22_549.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_22_549.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_22_549.jpg, 0, 1, 0, 27.56324
F:\python projects\simulator\IMG\center_2019_05_02_22_05_22_660.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_22_660.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_22_660.jpg, -0.05547793, 1, 0, 28.46716
F:\python projects\simulator\IMG\center_2019_05_02_22_05_22_760.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_22_760.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_22_760.jpg, 0, 1, 0, 29.38558
F:\python projects\simulator\IMG\center_2019_05_02_22_05_22_868.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_22_868.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_22_868.jpg, 0, 1, 0, 30.1903
F:\python projects\simulator\IMG\center_2019_05_02_22_05_22_978.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_22_978.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_22_978.jpg, 0, 1, 0, 30.18989
F:\python projects\simulator\IMG\center_2019_05_02_22_05_23_079.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_23_079.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_23_079.jpg, 0, 1, 0, 30.18991
F:\python projects\simulator\IMG\center_2019_05_02_22_05_23_187.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_23_187.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_23_187.jpg, 0, 1, 0, 30.18991
F:\python projects\simulator\IMG\center_2019_05_02_22_05_23_291.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_23_291.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_23_291.jpg, 0, 1, 0, 30.1899
F:\python projects\simulator\IMG\center_2019_05_02_22_05_23_399.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_23_399.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_23_399.jpg, 0, 1, 0, 30.18992
F:\python projects\simulator\IMG\center_2019_05_02_22_05_23_503.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_23_503.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_23_503.jpg, 0, 1, 0, 30.18991
F:\python projects\simulator\IMG\center_2019_05_02_22_05_23_616.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_23_616.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_23_616.jpg, 0, 1, 0, 30.18991
F:\python projects\simulator\IMG\center_2019_05_02_22_05_23_724.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_23_724.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_23_724.jpg, 0, 1, 0, 30.18992
F:\python projects\simulator\IMG\center_2019_05_02_22_05_23_833.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_23_833.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_23_833.jpg, 0, 1, 0, 30.18992
F:\python projects\simulator\IMG\center_2019_05_02_22_05_23_940.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_23_940.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_23_940.jpg, 0, 1, 0, 30.18992
F:\python projects\simulator\IMG\center_2019_05_02_22_05_24_046.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_24_046.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_24_046.jpg, 0, 1, 0, 30.18991
F:\python projects\simulator\IMG\center_2019_05_02_22_05_24_151.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_24_151.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_24_151.jpg, 0, 1, 0, 30.18989
F:\python projects\simulator\IMG\center_2019_05_02_22_05_24_259.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_24_259.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_24_259.jpg, 0, 1, 0, 30.18991
F:\python projects\simulator\IMG\center_2019_05_02_22_05_24_368.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_24_368.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_24_368.jpg, 0, 1, 0, 30.18991
F:\python projects\simulator\IMG\center_2019_05_02_22_05_24_477.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_24_477.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_24_477.jpg, 0, 1, 0, 30.18993
F:\python projects\simulator\IMG\center_2019_05_02_22_05_24_587.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_24_587.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_24_587.jpg, 0, 1, 0, 30.18991
F:\python projects\simulator\IMG\center_2019_05_02_22_05_24_697.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_24_697.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_24_697.jpg, 0, 1, 0, 30.18993
F:\python projects\simulator\IMG\center_2019_05_02_22_05_24_807.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_24_807.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_24_807.jpg, 0, 1, 0, 30.18993
F:\python projects\simulator\IMG\center_2019_05_02_22_05_24_916.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_24_916.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_24_916.jpg, 0, 1, 0, 30.18991
F:\python projects\simulator\IMG\center_2019_05_02_22_05_25_026.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_25_026.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_25_026.jpg, 0, 0.9112259, 0, 30.1716
F:\python projects\simulator\IMG\center_2019_05_02_22_05_25_127.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_25_127.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_25_127.jpg, 0, 0.6076996, 0, 30.10091
F:\python projects\simulator\IMG\center_2019_05_02_22_05_25_233.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_25_233.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_25_233.jpg, 0, 0.2907965, 0, 30.0233
F:\python projects\simulator\IMG\center_2019_05_02_22_05_25_334.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_25_334.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_25_334.jpg, 0, 0, 0, 29.84656
F:\python projects\simulator\IMG\center_2019_05_02_22_05_25_443.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_25_443.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_25_443.jpg, 0, 0.05784022, 0, 29.54291
F:\python projects\simulator\IMG\center_2019_05_02_22_05_25_550.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_25_550.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_25_550.jpg, 0, 0.4085864, 0, 29.54582
F:\python projects\simulator\IMG\center_2019_05_02_22_05_25_656.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_25_656.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_25_656.jpg, 0, 0.7275574, 0, 29.93748
F:\python projects\simulator\IMG\center_2019_05_02_22_05_25_760.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_25_760.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_25_760.jpg, 0, 1, 0, 30.17982
F:\python projects\simulator\IMG\center_2019_05_02_22_05_25_948.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_25_948.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_25_948.jpg, 0, 1, 0, 30.1899
F:\python projects\simulator\IMG\center_2019_05_02_22_05_26_050.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_26_050.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_26_050.jpg, 0, 1, 0, 30.18992
F:\python projects\simulator\IMG\center_2019_05_02_22_05_26_152.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_26_152.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_26_152.jpg, 0, 1, 0, 30.18992
F:\python projects\simulator\IMG\center_2019_05_02_22_05_26_258.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_26_258.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_26_258.jpg, 0, 1, 0, 30.18993
F:\python projects\simulator\IMG\center_2019_05_02_22_05_26_367.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_26_367.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_26_367.jpg, 0, 1, 0, 30.18991
F:\python projects\simulator\IMG\center_2019_05_02_22_05_26_470.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_26_470.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_26_470.jpg, 0, 1, 0, 30.18992
F:\python projects\simulator\IMG\center_2019_05_02_22_05_26_578.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_26_578.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_26_578.jpg, 0, 1, 0, 30.18991
F:\python projects\simulator\IMG\center_2019_05_02_22_05_26_687.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_26_687.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_26_687.jpg, 0, 1, 0, 30.18992
F:\python projects\simulator\IMG\center_2019_05_02_22_05_26_796.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_26_796.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_26_796.jpg, 0, 1, 0, 30.18991
F:\python projects\simulator\IMG\center_2019_05_02_22_05_26_907.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_26_907.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_26_907.jpg, 0, 1, 0, 30.18991
F:\python projects\simulator\IMG\center_2019_05_02_22_05_27_020.jpg, F:\python projects\simulator\IMG\left_2019_05_02_22_05_27_020.jpg, F:\python projects\simulator\IMG\right_2019_05_02_22_05_27_020.jpg, 0, 1, 0, 30.18993
